Issue ID,Judul
52,Pengalaman Mahasiswa pada Sistem Pembelajaran Daring (E-Learning) di Masa Pandemi Covid-19 (Studi Kasus Mahasiswa Jurusan Teknologi Informasi Politeknik Negeri Malang)
52,Pengembangan Sistem Layanan Pemesanan Lapangan Futsal dengan memanfaatkan Teknologi Payment Gateway (Studi Kasus: Marcella Futsal Jombang)
52,Implementasi Sistem Pendeteksi Premature Ventricular Contraction (PVC) Aritmia menggunakan Metode SVM
52,Evaluasi Usability dengan Metode Heuristic Walkthrough (Studi Kasus: Website Beasiswa XYZ)
52,Implementasi Metode Kompresi Gambar dari Node Sensor ke Node Server untuk Meningkatkan Efisiensi Waktu Pengiriman pada Jaringan 6LoWPAN
52,Sistem Monitoring Struktur Jembatan dengan metode Real Time Operating System (RTOS)
52,Implementasi Multipath Routing menggunakan Algoritme Iterative Deepening Depth First Search pada OpenFlow Software-Defined Networking
52,Perancangan Sistem Informasi Manajemen Bimbingan Belajar dengan menggunakan Google Calendar API Studi Kasus: Lembaga Bimbingan Belajar Omega
52,"Analisis Tingkat Kesiapan Keamanan Informasi pada Badan Perencanaan Pembangunan, Penelitian dan Pengembangan Kabupaten Tapin menggunakan Indeks KAMI (Keamanan Informasi) 4.1"
52,Klasifikasi Body Shaming Berbahasa Indonesia pada Komentar Instagram dengan Pembobotan TF-IDF-C menggunakan Metode Modified K-Nearest Neighbor (MK-NN)
52,"Pengembangan Aplikasi Layanan Informasi Peninggalan Sejarah Peradaban dan Cagar Budaya berbasis Platform Android (Studi Kasus: Dinas Pariwisata, Kepemudaan, Olahraga dan Kebudayaan Kabupaten Nganjuk)"
52,Evaluasi Pengalaman Pengguna pada Mahasiswa SAP Fakultas Ilmu Komputer Universitas Brawijaya terhadap Penggunaan Sistem Informasi Akademik menggunakan UX Curve (Studi Kasus: Sistem Informasi Akademik Mahasiswa Universitas Brawijaya)
52,Klasifikasi Penyakit Diabetes menggunakan Metode Support Vector Machine
52,Rancang Bangun Sistem Informasi Recording Sekolah pada Sekolah Menengah Atas (Studi pada Sekolah Menengah Atas Negeri 105 Jakarta)
52,Rancang Bangun Sistem Informasi Manajemen Event berbasis Web
52,Pengembangan Sistem Forum Komunitas Sepeda berbasis Android
52,Implementasi Sistem Pendeteksi Obstructive Sleep Apnea berdasarkan Parameter Interval QT dan Interval PR menggunakan Metode Naive Bayes
52,Evaluasi User Experience Genre Beat'em Up 2Dimensi(2D) Pada Game PawPawPaw dari Simpleton Studio Menggunakan Metode Game Experience Questionnaire (GEQ)
52,"Deteksi Tangga Turun, Tangga Naik, dan Lantai menggunakan Gray Level Co-Occurrence Matrix dan K-Nearest Neighbors berbasis Raspberry Pi"
52,Perancangan Desain Interaksi Aplikasi Info Wisata Kota Malang Modul Info Wisata dengan Metode Competitive Analysis
52,Pembangunan Sistem Informasi Penerimaan Santri Baru (PSB) berbasis Web menggunakan Framework Codeigniter (Studi Kasus: MAS Nurul As'adiyah Callaccu Kota Sengkang)
52,Klasifikasi Jenis Tanaman Tembakau di Indonesia menggunakan Naive Bayes dengan Seleksi Fitur Information Gain
52,Klasifikasi Amfibi di Asia Tenggara dengan Penjajaran Sekuen DNA Menggunakan Algoritme GenetikaClassification of Amphibian in Southeast Asia by DNA Sequence Alignment using Genetic Algorithm
52,Kendali Antena UAV menggunakan Kontrol PID untuk mendapatkan Gain Maksimum
52,Deteksi Dini Tangga Turun menggunakan Metode HOG (Histogram of Oriented Gradients) dan SVM (Support Vector Machine) berbasis Raspberry Pi
52,"Pengembangan Sistem Informasi Rekrutmen Anggota Organisasi berbasis Web dengan Pemberitahuan dan Konfirmasi Memanfaatkan Simple Mail Transfer Protocol (SMTP), SMS, dan Whatsapp Gateway (Studi Kasus Universitas Brawijaya)"
52,Pengembangan Sistem Pengelolaan dan Pendanaan Acara dengan Konsep Crowdfunding
52,Evaluasi Usability pada Situs Web Dinas Kependudukan dan Pencatatan Sipil Kabupaten Sidoarjo menggunakan Metode Heuristic Evaluation
52,Pengelompokan Terjemah Al-Quran Departemen Agama menggunakan Metode Fuzzy C-Means
52,Implementasi Layanan DNS Sinkhole sebagai Pemblokir Iklan menggunakan Arsitektur Cloud
52,Pengembangan Aplikasi Pemantauan Kinerja Guru untuk Peningkatan Kualitas Pembelajaran berbasis Web (Studi Kasus: SDN Mulyorejo 1 Malang)
52,Perancangan Sistem Monitoring Konsumsi Listrik Dan On/Off  Stop Kontak Pada Smarthome Dengan Media Komunikasi Bluetooth Low Energy
52,Evaluasi Proses Bisnis Layanan Identitas Penduduk Menggunakan Quality Evaluation Framework (QEF) (Studi Kasus: Dinas Kependudukan Dan Pencatatan Sipil Kabupaten Bekasi)
52,Pengembangan Sistem Manajemen Proyek Perangkat Lunak (Studi Kasus: CV. Karya Studio Teknologi Digital)
52,Implementasi Sinkronisasi Waktu Antar Bluetooth Low Energy Device menggunakan Metode Timing-Sync Protocol for Sensor Network
52,Sistem Deteksi dan Klasifikasi Jenis Kendaraan berbasis Citra dengan menggunakan Metode Faster-RCNN pada Raspberry Pi 4B
52,Deteksi dan Pengenalan Plat Nama Ruangan menggunakan Faster-RCNN dan Pytesseract pada Purwarupa Kursi Roda Pintar
52,Rancang Bangun Sistem Keamanan Anak berbasis Modul GSM menggunakan Protokol HTTP
52,Perancangan User Experience Aplikasi Portal Smart City Kota Malang dengan Metode Pendekatan Human-Centered Design
53,Sistem Pendeteksi Dini Lubang pada Jalan menggunakan Gray Level Co-Occurrence Matrix berbasis Raspberry Pi
53,Evaluasi User Experience Content Creator Youtube terhadap Tampilan Youtube Studio dan Perbandingannya dengan Iterasi Sebelumnya menggunakan UEQ dan Diary Study
53,Pengembangan Sistem Informasi Sumber Daya Manusia pada PT. Toyogiri Iron Steel berbasis Web
53,Implementasi Load Balancing pada Broker MQTT dengan Algoritme Weighted Least Connection menggunakan Raspberry Pi
53,Analisis Sentimen Penghapusan Ujian Nasional pada Twitter menggunakan Document Frequency Difference dan Multinomial Naive Bayes
53,Pengembangan Sistem Pengelolaan Layanan Usaha dan Pelatihan FPTC (Studi Kasus: Food Production And Training Center)
53,Pengembangan Sistem Pengumpulan Minyak Jelantah Berbasis Web dan Embedded di Kota Malang
53,Pengembangan Sistem Informasi Simpan Pinjam (Studi Kasus : Koperasi Kencana Sejahtera Baiturrahmah)
53,Pengembangan Sistem Informasi Lowongan Kerja menggunakan Web Semantik (Studi Kasus : Unit Pengembangan Karir dan Kewirausahaan Universitas Brawijaya)
53,Prediksi Omzet Restoran Haltoy Corner menggunakan Metode Recurrent Extreme Learning Machine (RELM)
53,Pengembangan Sistem Manajemen Penjualan Toko Buku berbasis Website menggunakan Payment Gateway (Studi Kasus: Literasi Nusantara)
53,Sistem Identifikasi Jenis Makanan dan Perhitungan Kalori berdasarkan Warna HSV dan Sensor Loadcell menggunakan Metode K-NN berbasis Raspberry Pi
53,Pengembangan Sistem Analisis Butir Soal Ujian berbasis Web (Studi Kasus: SMP Negeri 1 Donomulyo)
53,Pengaruh Metode Word Embedding dalam Vector Space Model pada Pemerolehan Informasi Materi IPA Siswa SMP
53,Pemerolehan Informasi Artikel terkait Covid-19 dengan menggunakan Metode Vector Space Model dan Word2Vec untuk Query Expansion
53,Evaluasi Usability Website Dinas Perpustakaan dan Kearsipan Provinsi Jawa Timur menggunakan Metode Usabiltity Testing
53,Pengembangan Sistem Pelayanan Kesehatan Poli Spesialis berbasis Web (Studi Kasus : Poliklinik RS Elizabeth Situbondo)
53,Sistem Informasi Manajemen Peternakan Sapi Perah. Studi Kasus Dinas Pertanian Kota Batu
53,Pengembangan Sistem Pengenalan Bahasa Isyarat dengan Sensor Akselerometer menggunakan Metode Naive Bayes
53,Pengembangan Sistem Informasi Keuangan Operasional Masjid Ibnu Sina Malang menggunakan Metode Iteratif
53,Analisis Sentimen berbasis Aspek terhadap Data Ulasan Rumah Makan menggunakan Metode Support Vector Machine (SVM)
53,Analisis Perbandingan Metode Evaluasi Usability berbasis Pengguna pada Web-Based GIS (Studi Kasus: petabencana.id)
53,Evaluasi Dan Perbaikan Usability Pada Antarmuka Pengguna Website Universitas Islam Malang Menggunakan Metode Heuristic Evaluation
53,Analisis Sentimen Pada Ulasan Pengguna Aplikasi Mandiri Online Menggunakan Metode Modified Term Frequency Scheme Dan Naive Bayes
53,Implementasi Metode Agglomerative Hierarchical Clustering Pada Segmentasi Pelanggan Barbershop (Studi Kasus : RichDjoe Barbershop Malang)
53,"Pengembangan Sistem Informasi Keuangan Masjid untuk Bidang Keuangan Fuqara Wa Masakin dan Pembangunan Masjid (Kasus: Masjid Ibnu Sina Jl. Veteran, Malang)"
53,Evaluasi Pengalaman Pengguna Terhadap Fitur Sistem Informasi Akademik Dengan Metode Kano (Studi Kasus : Mahasiswa Filkom UB)
53,Pemanfaatan Spark untuk Analisis Sentimen Mengenai Netralitas Berita dalam Membahas Pemilu Presiden 2019 Menggunakan Metode Naive Bayes ClassifierUtilization of Spark for Sentiment Analysis Regarding News Neutrality for Discussing the 2019 Presidential Election Using the Naive Bayes Classifier Method
53,Sistem Pengendalian Gerak Sendok Menggunakan Sensor Mpu6050 Dan Metode Pid Berbasis Arduino
53,Analisis Perbandingan Kinerja Metode Single Homing dan Multihoming dengan Protokol Border Gateway Protocol (BGP)
53,Pembangunan Sistem Manajemen Dinas dan Laporan Harian Kru Jalan (Studi Kasus: PT. Akas Mila Sejahtera)
53,Pengembangan Aplikasi E-Marketplace Undangan berbasis Web
53,Pengembangan Sistem Informasi dan Pemesanan Co-Working Space berbasis Web (Studi Kasus EZO Space Malang)
53,Implementasi Enkripsi Vernam Cipher dan Distribusi Kunci Three-Pass Protocol untuk Mengamankan Data Chatting pada ATmega328
53,Prediksi Cuaca Kota Denpasar menggunakan Algoritma ELM dengan Optimasi Quantum Delta Particle Swarm Optimization
53,Penerapan Hierarchical Finite State Machine untuk Pengambilan Keputusan Non-Player Character (Studi Kasus: Gim Hack and Slash)
53,Pengembangan Gim Edukasi Matematika Dasar berbasis Android
53,"Evaluasi Proses Pengelolaan Inovasi dan Pengelolaan Penerimaan Perubahan dan Transisi Menggunakan Framework COBIT 5 pada Dinas Tenaga Kerja, Penanaman Modal dan Pelayanan Terpadu Satu Pintu Kota Malang"
53,Pengenalan Citra Wajah menggunakan Ekstraksi Fitur Ruang Warna YCbCr dan Metode Principle Component Analysis (PCA) untuk Presensi Mahasiswa Otomatis
53,Implementasi Pemrosesan Paralel untuk Ekstraksi Fitur QRS pada data Electrocardiography (ECG) menggunakan Algoritma Pan-Tompkins dengan Framework Renderscript
53,Perancangan Sarung Tangan Untuk Kendali Powerpoint Berbasis Wireless Menggunakan Bluetooth
53,Pengembangan Lanjut Penerapan Bates Method Pada Aplikasi Mobile Berbasis Virtual Reality Menggunakan Metode Pengembangan Personal Extreme Programming
53,Pengembangan Aplikasi Perangkat Bergerak Manajemen Ibadah Harian Umat Islam Berbasis Android
53,Perancangan Desain Interaksi Aplikasi Direktori Kota Malang Modul Informasi Pendidikan Dengan Metode Human Centered Design Dan Think Aloud
53,Evaluasi dan Perbaikan Pada Antarmuka Pengguna Website Perusahaan Daerah Air Minum (PDAM) Kota Malang Dengan Menggunakan Metode Usability Testing dan Heuristic Evaluation
53,Perbandingan Double Exponential Smoothing dan Triple Exponential Smoothing untuk Peramalan Jumlah Produksi Padi di Kota Surakarta
53,Pengembangan Sistem Pengelolaan Tiket Klub Sepak Bola berbasis Web (Studi Kasus: Klub Sepak Bola Arema Malang)
53,Pengelompokan Toko E-commerce Shopee berdasarkan Reputasi Toko menggunakan Metode Clustering K-Medoids
53,Pengembangan Aplikasi Android Rekomendasi Tempat Pembelian Kuliner Khas Malang dengan GDSS dan LBS
53,Perancangan Desain Interaksi Modul Informasi Kuliner Pada Aplikasi Malang Directory Dengan Metode Think Aloud
54,Klasifikasi Fungsi Senyawa Aktif berdasarkan Notasi Simplified Molecular Input Line Entry System (SMILES) menggunakan Metode Random Forest
54,Sistem Monitoring KWH Meter berbasis Modul Komunikasi LoRa
54,Implementasi Blockchain pada Peer-to-Peer Transaction menggunakan Algoritma U-Quark
54,Prediksi Inflasi menggunakan Indeks Harga Konsumen Kota Malang dengan Metode Extreme Learning Machine
54,Perancangan Antarmuka Pengguna Aplikasi Pengelolaan Program PPK Sekolah menggunakan Metode Human-Centered Design (HCD) (Kasus: SMPI Sabilurrosyad Malang)
54,Analisis Dan Evaluasi Proses Bisnis Menggunakan Metode Failure Mode And Effect Analysis (Fmea)  (Studi Pada Dinas Perpustakaan Dan Kearsipan Kota Batu)
54,Perancangan User Experience Aplikasi Presensi Mobile Menggunakan Metode Human Centered Design (Studi Kasus: Universitas Kadiri)
54,Pengembangan Sistem Pelayanan Administrasi Kependudukan Desa berbasis Web (Studi Kasus: Desa Talok)
54,Klasifikasi Diagnosis Penyakit Diabetes Gestasional pada Ibu Hamil menggunakan Algoritme Neighbor Weighted K-Nearest Neighbor (NWKNN)
54,Perancangan User Experience Aplikasi Publikasi Buku Digital menggunakan Metode Five Planes
54,Deteksi Serangan DDoS pada Jaringan Berbasis SDN dengan Klasifikasi Random Forest
54,Pengembangan Sistem Pengelolaan Dengan Prinsip Point Of Sale Dan Pemesanan Berbasis Website Dengan Konsep Mvc (Studi Kasus: Doreni Petshop)
54,Pengujian User Experience Aplikasi Perangkat Bergerak Jagoan Indonesia Menggunakan Metode Usability Testing
54,Segmentasi Pelanggan Menggunakan Fuzzy C-Means Clustering berdasarkan RFM Model pada E-Commerce  (Studi Kasus: E-Commerce XYZ)
54,Analisis Pengalaman Pengguna Pada Aplikasi Ciayo Comic Menggunakan Diary Study Dan User Experience Questionnaire (UEQ)
54,Pembangunan Aplikasi Perangkat Bergerak Konseling Online pada Anxiety Disorder berbasis Android menggunakan Metode Personal Extreme Programming
54,Pengembangan Aplikasi Share Our Car untuk Menambah Jumlah Okupansi Kendaraan pada Kebijakan Ganjil Genap di Daerah Khusus Ibukota Jakarta berbasis Android
54,Implementasi Deteksi Hujan dan Banjir Secara Real Time Monitoring berbasis MQTT Over Websocket Menggunakan Modul ESP32
54,Pengembangan Sistem Penjualan Toko Latansa Textile berbasis Web
54,Implementasi Wireless Sensor Network untuk Monitoring Kesuburan Lahan Pertanian Padi menggunakan Modul Wifi ESP8266
54,Perancangan Aplikasi Penyedia Jasa Ilustrator berbasis Android menggunakan Metode Human Centered Design (HCD)
54,Implementasi Metode Ephemeral Diffie Hellman Over Cose (EDHOC) pada Wireless Sensor Network (WSN) sebagai Mekanisme Autentikasi berbasis Modul Komunikasi LoRa
54,Implementasi Mekanisme Carry and Forward Antar Broker MQTT pada Lingkungan dengan Konektivitas Tidak Stabil (Intermittent Connection)
54,"Evaluasi dan Perbaikan Antarmuka Pengguna Situs Web Otoritas Kompeten Badan Karantina Ikan, Pengendalian Mutu dan Keamanan Hasil Perikanan (BKIPM) dengan menggunakan Metode Goal-Directed Design (GDD)"
54,Analisis Sentimen Aplikasi E-Goverment berdasarkan Ulasan Pengguna menggunakan Metode Maximum Entropy dan Seleksi Fitur Mutual Information
54,"Implementasi Bagging Naive Bayes untuk Klasifikasi Stenosis Left Anterior Descending (LAD), Left Circumflex Artery (LCX) dan Right Coronary Artery (RCA) dalam Diagnosis Coronary Artery Disease (CAD)"
54,Identifikasi Masalah pada Proses Pembelajaran Jarak Jauh secara Online yang dihadapi Guru-Guru Selama Pandemi (Studi Kasus: Guru-Guru SMP Negeri 1 Merek)
54,Pengembangan Sistem Surveilans dalam Pencegahan dan Pengendalian Infeksi pada RSU Haji Surabaya
54,Sistem Monitoring Kebocoran Gas Berbahaya di Lingkungan Kawasan Industri berbasis Bluetooth Low Energy (BLE)
54,Pengembangan Sistem Manajemen Barang Inventaris SMKN 1 Pasuruan Berbasis Website Menggunakan Metode Rapid Application Development
54,Perancangan User Experience Aplikasi Booking Servis Mobil Menggunakan Metode Human-Centered Design
54,Konsumsi Energi Protokol Routing Zone Routing Protocol (ZRP) Pada Mobile Ad-Hoc Network (MANET)
54,Implementasi Discovery Protocol pada Smart Home Menggunakan Media Komunikasi Bluetooth Low Energy
54,Implementasi Metode Modified K - Nearest Neighbor (MK-NN) Untuk Klasifikasi Cedera Pada Pemain Futsal
54,Pengembangan Sistem Informasi Lembar Penilaian Siswa (Studi Kasus: SMA Brawijaya Smart School Malang)
54,Pemetaan dan Rekomendasi Papan Reklame Tetap berbasis WebGIS: Studi Kasus Jade Indopratama
54,Implementasi Algoritme Forkskinny pada Pengiriman Data Antara IoT Node dengan IoT Gateway
54,Deteksi Konten Negatif di Twitter Menggunakan Support Vector Machine dan Pemisahan Hashtag dengan Algoritme Pipeline
54,"Evaluasi Tata Kelola Teknologi Informasi dan Manajemen Sumber Daya Berdasarkan Cobit 5 Domain DSS01, DSS05, dan EDM04 (Studi Kasus: PT. PLN UIP JBTB II)"
54,Alat Pendeteksi Uang untuk Tunanetra menggunakan Metode Histogram of Oriented Gradients dan K-Nearest Neighbor
54,Simulasi Kendali Altitude Quadcopter Parrot Mambo menggunakan Linearisasi Fungsi Alih dan PID
54,Aplikasi Virtual Tourism Promosi Kampung Tematik Kota Malang berbasis Web VR 360
54,Pengembangan Perangkat Lunak untuk Otomatisasi Pengecekan Format Penulisan Dokumen Jurnal Skripsi menggunakan Fitur Tag pada XML (Studi Kasus JPTIIK FILKOM UB)
54,"Evaluasi Tata Kelola Teknologi Informasi menggunakan Kerangka Kerja COBIT 5 Fokus Proses EDM04, APO07, dan DSS01 (Studi Kasus: Dinas Komunikasi Informatika dan Persandian Kabupaten Situbondo)"
54,Pengembangan Sistem Point of Sale berbasis Web (Studi Kasus: Bos Duren Malang)
54,Pengembangan Sistem Manajemen Rekam Medis Pasien berbasis Web (Studi Kasus: RSUD Sidikalang)
54,Implementasi Quick Sort pada Cluster Computer menggunakan Raspberry Pi 3
54,Analisis Pengalaman Pembelajaran Jarak Jauh Secara Online pada Siswa SMA (Studi Kasus SMA Negeri 4 Malang)
54,Sistem Klasifikasi Kesegaran Daging Sapi berdasarkan Citra menggunakan Metode Naive Bayes berbasis Raspberry Pi
54,Sistem Pendeteksi Kematangan Buah Apel menggunakan Metode Naive Bayes berbasis Embedded System
55,Evaluasi dan Perancangan Perbaikan Desain Antarmuka Pengguna Situs Web Haiwanita.com
55,Analisis Perbandingan Kinerja Fisheye State Routing Protocol dan Greedy Perimeter Stateless Routing Protocol pada Vehicular Ad-Hoc Network dalam Lingkungan Jalan Perkotaan
55,Purwarupa Sistem Pemantauan Lingkungan Rel Kereta Api berbasis Jaringan Sensor Nirkabel dalam Lingkup Persinyalan Kereta Api Blok Bergerak
55,Implementasi Sistem Pendeteksi Uang pada Celengan Pintar menggunakan Metode Jaringan Syaraf Tiruan
55,Pembangunan Kakas Bantu Pengukuran Kopling Agregat pada Perangkat Lunak berbasis Objek
55,Evaluasi Kualitas Website Prasetya Online Universitas Brawijaya menggunakan Metode Webqual 4.0 Modifikasi dan Importance Performance Analysis (IPA)
55,Pengembangan Platform Pelatihan Programming DB2 berbasis Moodle menggunakan Successive Approximation Model (SAM)
55,Pengembangan Sistem Rekomendasi Musik berdasarkan Waktu berbasis Android
55,Evaluasi Manajemen Risiko Teknologi Informasi pada Department of ICT PT Semen Indonesia (Perseo) Tbk menggunakan Framework COBIT 2019 dengan Domain EDM03 dan APO12
55,Analisis Kinerja Protokol Routing Fisheye State Routing (FSR) dan Dynamic Source Routing (DSR) pada Mobile Ad-Hoc Network (MANET)
55,Pengembangan Aplikasi Pendeteksian Kecurangan dalam Ujian Daring menggunakan Konsep Context Aware pada Platform Android
55,Pengembangan Dashboard Laporan Penjualan dan Segmentasi Pasar Komoditi Pupuk Pestisida di PT. Perusahaan Perdagangan Indonesia (Persero) Cabang Malang
55,Pengembangan Sistem Informasi Akademik Sekolah Kepolisian berbasis Web (Studi Kasus: Setukpa Lemdiklat Polri Sukabumi)
55,Evaluasi Kapabilitas Tata Kelola Teknologi Informasi menggunakan Kerangka Kerja COBIT 5 Domain APO13 dan DSS05 (Studi pada Dinas Komunikasi dan Informatika Kota Batu)
55,Implementasi Pengiriman Data Secara Nirkabel pada Palang Pintu Sungai untuk Mitigasi Bencana Banjir berbasis nRF24L01
55,Implementasi Algoritme SPECK dalam Sistem Monitoring Sumber Daya pada Raspberry Pi
55,Pemerolehan Informasi Pada Alkitab Berbahasa Indonesia Dengan Bm25f Dan Query Expansion Wordnet Bahasa
55,Perancangan User Experience Aplikasi Edukasi Kondisi Kejiwaan (Sadar Mental Illness) dan Penanganannya Menggunakan Metode Human Centered Design
55,Pengembangan Aplikasi Manajemen Sewa Motor berbasis Progressive Web Apps di Arfand Motorent
55,Pengembangan Aplikasi Survei Kredit Berbasis Android
55,Pengenalan Gesture Tangan Untuk Otomatisasi Switching Saklar Menggunakan Metode KNN Berbasis Raspberry Pi
55,Pemerolehan Informasi pada Alkitab Berbahasa Indonesia Menggunakan Metode BM25 dan Query Expansion Word2Vec
55,Sistem Klasifikasi Rasa Buah Jeruk Menggunakan Metode Naive Bayes Dengan Arduino Nano
55,Implementasi Metode Support Vector Machine Dengan Query Expansion Pada Klasifikasi Review Di Situs Traveloka
55,Pengembangan Aplikasi Mobile (E-Tani) Pencari Tenaga Tani Pangan Menggunakan Metode Location Based Service Berbasis People Nearby (Studi Kasus Desa Kenduruan Kabupaten Tuban Provinsi Jawa Timur)
55,Evaluasi Pengalaman Pengguna pada Media Perkuliahan Daring di Masa Pandemi COVID-19 Menggunakan UX Curve (Studi Kasus Mahasiswa Jurusan Teknologi Informasi Politeknik Negeri Malang)
55,Penerapan Behavior Tree untuk Pengambilan Keputusan Non-Player Character pada Gim Balap
55,Pengembangan Sistem Manajemen Lapangan Futsal Berbasis Web (Studi Kasus: Champions Futsal Malang)
55,"Analisis Kinerja Protokol Routing DSDV, DSR, ZRP, Dan AOMDV Dengan Menggunakan Standar IEEE 802.11 Dan 802.11p Pada Jaringan VANET (Vehicular Ad Hoc Network)"
55,Implementasi Self-Tuning Pada Database Dengan Menggunakan Metode Nesterov Accelerated Gradient
55,"Perancangan Antarmuka Pengguna Website OPTIIK Fotografi Dan Desain FILKOM UB Menggunakan Metode Human Centered Design (HCD), Focus Group Discussion (FGD), Dan Software Usability Scale Questionnaire (SUS)"
55,Perancangan User Experience Aplikasi Mobile Peserta Event Berbasis Sistem Dengan Menggunakan Metode Design Thinking (Studi Kasus : Dilo Malang)
55,Perancangan User Experience Aplikasi Interaksi Masyarakat Terpadu Menggunakan Metode Human-Centred Design
55,Pengembangan Aplikasi Interaksi Masyarakat Terpadu Kota Malang Berbasis Geotagging dan Social Crowdsource
55,Perancangan User Experience Aplikasi Pembayaran Berbasis Mobile Pada Usaha TV Kabel Menggunakan Pendekatan Human Centered Design (Studi Kasus: Linda Cable)
55,Pengelompokkan Kondisi Komputer pada Bank X di Seluruh Indonesia Menggunakan Metode K-Medoids Clustering
55,Evaluasi Usability Aplikasi Mobile Malang KER! Menggunakan Metode Heuristic Evaluation
55,Implementasi Metode Sinkronisasi Waktu Reference Broadcast Synchronization Menggunakan Media Komunikasi Bluetooth Low Energy
55,Perancangan Desain Interaksi Aplikasi Direktori Kota Malang Modul Smart Mobility Dengan Metode Human Centered Design
55,Sistem Pendukung Keputusan Menentukan Peringkat Balita dan Lansia Sehat Menggunakan Metode Analytical Hierarchy Process (AHP) dan Weighted Product (WP) (Studi Kasus: Posyandu Permatasari)
55,Pengembangan Sistem Informasi Penjualan Berbasis Website  Untuk Usaha Kerajinan Kayu Jati di Kabupaten Ngawi
55,Evaluasi Aplikasi Faraidh Menggunakan Pengujian Usability
55,Pengembangan Sistem Manajemen Seminar Interaktif Berbasis Web (Studi Kasus: Universitas Brawijaya Televisi)
55,Mitigasi Serangan Blackhole Pada Wireless Sensor Network Dengan Protokol Routing Aodv Menggunakan Algoritma Probabilitas Sequence Number
55,Perancangan User Experience (UX) Aplikasi Manajemen Waktu Berbasis Mobile dengan Metode Design Thinking dan Human-Centered DesignUser Experience Design for Time Management Mobile Application Using Design Thinking and Human-Centered Design Method
55,Perancangan Pengalaman Pengguna Aplikasi Asistensi Gaya Hidup Sehat Berbasis Mobile dengan Pendekatan Lean UX
55,Implementasi Algoritme PRESENT untuk Proses Enkripsi pada Modul Komunikasi LoRa
55,Implementasi Facial Landmark dalam Pengenalan Wajah pada Sistem Pembayaran Elektronik
55,Analisis Pengaruh Handover Terhadap Kinerja Video Streaming Menggunakan Protokol LTE
55,Pengembangan Sistem Manajemen Bisnis Katering Rumahan Berbasis Web (Studi Kasus: Senjani Kitchen)
56,Evaluasi Usability pada Aplikasi Among Kota dengan Metode Think Aloud dan Heuristic Evaluation
56,Pengembangan Sistem Informasi Manajemen dan Prediksi Permintaan Pemesanan Bibit Parfum Pada Toko Blossom Perfume Berbasis Web
56,Implementasi Wireless Sensor Network untuk Monitoring Limbah Cair Gondorukem Menggunakan Modul Wifi Esp8266
56,Pembangunan Sistem Ujian Daring pada Sekolah Menengah Atas berbasis Android (Studi Kasus : SMAN 3 Lamongan)
56,Analisis Pengalaman Pengguna (User Experience) Aplikasi PRUforce menggunakan Metode Usability Testing dan User Experience Questionnaire (UEQ) (Studi Kasus pada PT Prudential Life Assurance)
56,Sistem Rute Terpendek Pencarian Buku Di Perpustakaan Menggunakan Algoritme Dijkstra
56,Pengembangan Sistem Rekam Medis Pasien Berbasis Web (Studi Kasus : Klinik Rafael Malang)
56,"Pengembangan Sistem Pelaporan Daerah Pasca Bencana Menggunakan WEBGIS (Studi Kasus Badan Penanggulangan Daerah Pasca Bencana Daerah, Kabupaten Ponorogo)"
56,Perancangan Pengalaman Pengguna pada Aplikasi Antrean Rumah Sakit menggunakan Metode Human-Centered Design (Studi Kasus: RSUD 45 Kuningan)
56,Klasifikasi Aritmia Dari Hasil Elektrokardiogram Menggunakan Metode Support Vector Machine
56,Pengembangan Sistem Informasi Manajemen Layanan Premium Berbasis Web (Studi Kasus : PT. PLN Distribusi Jakarta Raya)
56,Analisis Perbandingan Pengalaman Pengguna Pada Aplikasi Dompet Digital (Studi Kasus Pada OVO dan DANA)
56,Sistem Rekomendasi Film Menggunakan Content Based Filtering
56,Perancangan Antarmuka Pengguna Sistem Portofolio Siswa Sekolah Sepak Bola (SSB) Sumbersari Menggunakan Metode Design Thinking
56,Lima Fitur Gray Level Co-Occurence Matrix Untuk Deteksi Kemanisan Buah Semangka Tanpa Biji Dengan Klasifikasi Support Vector Machine Berbasis Raspberry Pi
56,"Pemanfaatan Trello API Dalam Perancangan Sistem Informasi Project Monitoring Berbasis Web (Studi Kasus : Cahaya Kreatif Undangan Sidoarjo)Aisyah Jihan Marcha Farah Fikriyyah, Widhy Hayuhardhika Nugraha Putra, Buce Trias Hanggara"
56,Evaluasi dan Perbaikan Desain Antarmuka Pengguna Aplikasi Kimia Farma Mobile Menggunakan Pendekatan Human Centered Design
56,Analisis Pengalaman Pengguna pada Aplikasi Dompet Digital dengan Metode UX Curve (Studi Kasus : OVO)
56,Perbandingan Ruang Warna RGB dan HSV dalam Klasifikasi Kematangan Biji Kopi
56,Perancangan User Experience Aplikasi Edukasi Pertanian menggunakan Human-Centered Design
56,Pengembangan Sistem Manajemen Bimbingan Skripsi (Studi Kasus: Fakultas Ilmu Komputer Universitas Brawijaya)
56,Sistem Klasifikasi Langit Cerah dan Berawan menggunakan Gray Level Co-Occurrence Matrix dan K-Nearest Neighbor berbasis Raspberry Pi
56,Perancangan User Experience Pembelajaran Digital Marketing berbasis Mobile menggunakan Metode Design Thinking
56,Rekomendasi Lagu Berdasarkan Lirik Lagu Menggunakan Metode N-gram dan Cosine Similarity
56,Perancangan Proses Bisnis Layanan Kartu Tanda Penduduk Elektronik (E-KTP) Berbasis Aplikasi Menggunakan TOGAF ADM
